First,Last,birthyear,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
Wendell,Marques,1983,3.77,47%,4.4,47%,0,0%,100%,0
Ravena,Oliveira,1997,1,48%,1.2,48%,2,66%,62%,0
Vinicius,Oliveira,1995,9.56,49%,2.31,61%,0,0%,100%,0
Saimon,Oliveira,1991,2.82,41%,3.91,48%,1.21,25%,35%,1.6
Bruno,Oliveira,1984,3.44,33%,4.92,54%,0,0%,0%,0
Maria,Oliveira,1996,5.03,38%,5.76,44%,0.95,44%,47%,0
Alex,Oliveira,1988,2.99,51%,2.55,46%,2.35,38%,63%,0.6
Ednaldo,Oliveira,1984,1.03,22%,1.8,52%,0,0%,42%,0
Jorge,Oliveira,,0,0%,0,0%,0,0%,0%,0
Charles,Oliveira,1989,3.54,53%,3.19,51%,2.32,40%,55%,2.7
Rafaello,Oliveira,1982,2.19,33%,3.38,59%,2.49,36%,11%,1.6
Michal,Oleksiejczuk,1995,5.12,50%,4.17,62%,0.76,44%,48%,0
Aleksei,Oleinik,1977,3.29,48%,3.8,44%,1.82,46%,37%,1.9
Masakatsu,Okuda,,0,0%,4.27,34%,0,0%,0%,4.3
Kazuki,Okubo,,1.53,38%,1.97,46%,0.51,25%,36%,2
Bolaji,Oki,1995,11.57,53%,4.34,62%,0,0%,0%,0
JJ,Okanovich,1990,6.93,55%,5.27,50%,0,0%,100%,0
Yushin,Okami,1981,2.06,38%,2.25,60%,1.98,39%,84%,0.5
Takayuki,Okada,,0,0%,0,0%,0,0%,0%,0
Koji,Oishi,1977,1.43,9%,17.86,43%,0,0%,0%,0
Michiyoshi,Ohara,,0.28,29%,3.13,48%,0,0%,33%,0
Ho Taek,Oh,1993,0,0%,0,0%,0,0%,0%,0
Andy,Ogle,1989,2.24,44%,2.23,50%,1.44,26%,58%,0
Trey,Ogden,1989,3.64,47%,4.02,58%,1.29,16%,100%,0.8
Naoya,Ogawa,1968,2.41,42%,1.66,47%,1.25,100%,66%,1.2
Volkan,Oezdemir,1989,4.59,47%,3.92,55%,0.57,33%,80%,0.1
Richard,Odoms,1975,0,0%,0,0%,0,0%,0%,0
Christian,Ocon,1996,1.73,53%,5.27,34%,0,0%,63%,0
Nobuhiro,Obiya,1981,0.63,28%,2.53,55%,0.5,50%,41%,0.5
Takahiro,Oba,,0.23,25%,1.82,69%,0,0%,0%,0
Brendan,Reilly,1987,1.9,47%,2.77,39%,2.22,43%,36%,0.6
Casey,Neill,1997,8.77,55%,5.9,58%,1.96,42%,71%,0.7
Chuck,Neil,1985,3.13,37%,4.4,72%,0,0%,0%,0
Jeremiah,Neal,1977,1.15,40%,7.5,23%,0,0%,0%,0
Sean,Malley,1994,7.25,61%,3.51,61%,0.43,42%,62%,0.4
Sean,Haire,1971,8.28,57%,22.76,21%,0,0%,0%,0
Dan,Connor,1982,4,56%,5.1,54%,0,0%,100%,0
Sean,Connell,1983,5.46,48%,6.77,45%,0,0%,30%,0.5
TJ,Brien,1987,3.77,46%,4.78,57%,0.94,100%,0%,0
Jake,Brien,1984,1.31,31%,1.92,69%,6.39,54%,25%,0.2
Kennedy,Nzechukwu,1992,4.86,46%,4.27,51%,0.68,50%,80%,0.3
Umar,Nurmagomedov,1996,4.85,70%,0.73,75%,4.28,45%,100%,0.9
Abubakar,Nurmagomedov,1989,2.78,53%,2.61,65%,1.25,22%,88%,0
Said,Nurmagomedov,1992,3.55,47%,2.13,57%,1.01,16%,66%,1.4
Khabib,Nurmagomedov,1988,4.1,48%,1.75,65%,5.32,48%,84%,0.8
Josiane,Nunes,1993,7.22,44%,5.85,52%,0,0%,70%,0
Istela,Nunes,1992,5.02,45%,4.84,60%,0,0%,50%,0
Nina,Nunes,1985,4.39,45%,3.47,55%,0.24,33%,73%,0.5
Amanda,Nunes,1988,4.55,51%,2.62,57%,2.73,54%,82%,0.7
Diego,Nunes,1982,2.72,43%,2.59,58%,1.18,44%,65%,0.6
Shayilan,Nuerdanbieke,1994,2.28,45%,2.94,50%,2.9,33%,40%,0
Taiyilake,Nueraji,2001,11.01,48%,7.39,58%,0,0%,0%,0
Phillipe,Nover,1984,1.79,35%,2.48,56%,0.99,28%,44%,0.7
Jason,Novelli,1979,1.73,24%,3.55,66%,0.7,33%,100%,0
Jonatas,Novaes,1981,0,0%,0,0%,0,0%,0%,0
Shohei,Nose,1997,2.48,40%,3.61,53%,3.23,17%,0%,4.8
Scott,Norton,1973,0.67,30%,0.34,60%,2.52,25%,0%,0
Jan,Nortje,1975,3.32,51%,4.5,32%,0,0%,66%,2.9
Sage,Northcutt,1996,3.58,52%,1.96,58%,1.81,34%,41%,0.6
KJ,Noons,1982,3.68,35%,3.78,65%,0.08,20%,68%,0
Nick,Nolte,,0,0%,0,0%,0,0%,0%,0
Tom,Nolan,2000,9.4,54%,1.45,50%,0,0%,0%,0
Kyle,Noke,1980,3.23,50%,2.09,64%,1.53,54%,66%,0.8
Talita,Nogueira,1985,0,0%,0,0%,0,0%,0%,0
Alexandre Franca,Nogueira,1978,0.6,20%,4.18,57%,0,0%,0%,0
Rogerio,Nogueira,1976,2.43,35%,2.34,59%,0.64,44%,62%,0.8
Antonio Rodrigo,Nogueira,1976,1.95,42%,2.4,55%,1.3,29%,36%,2.4
Jacob,Noe,,0,0%,0,0%,0,0%,0%,0
Pedro,Nobre,1986,1.37,30%,9.16,35%,0,0%,0%,0
Kyle,Noblitt,1989,0,0%,0,0%,0,0%,0%,0
Derrick,Noble,1978,6.21,40%,3.79,59%,0,0%,0%,0
Chidi,Njokuani,1988,4.04,60%,3.19,53%,0,0%,67%,0.3
Anthony,Njokuani,1980,3.94,46%,2.41,65%,0.5,45%,53%,0.2
Akiyo,Nishiura,1983,1.59,57%,1.26,57%,0,0%,52%,0.3
Yamato,Nishikawa,2002,0,0%,0,0%,0,0%,0%,0
Yosuke,Nishijima,1973,1.72,37%,5.59,56%,0,0%,0%,0
Soichi,Nishida,,0,0%,0,0%,0,0%,0%,0
Guangyou,Ning,1981,2.66,41%,1.91,61%,1.09,50%,62%,0.3
Mats,Nilsson,1983,2.99,39%,5.62,63%,3.87,83%,44%,2.3
Jack,Nilson,,0,0%,0,0%,0,0%,0%,0
Fedor,Nikolov,,0,0%,0,0%,0,0%,0%,0
Hans,Nijman,1959,0,0%,0,0%,0,0%,0%,0
Ramsey,Nijem,1988,3.05,44%,1.62,62%,5.32,62%,55%,1.1
Tom,Niinimaki,1982,1.91,54%,2.31,58%,2.97,46%,33%,0.5
Khomkrit,Niimi,,0,0%,5.73,44%,0,0%,0%,0
Jaimelene,Nievera,1984,1.67,53%,8.73,33%,1.79,16%,0%,0
Matheus,Nicolau,1993,3.66,53%,3.14,66%,1.48,45%,93%,0.9
Mike,Nickels,1971,4.44,52%,1.11,64%,11.11,80%,0%,2.8
Bo,Nickal,1996,2.76,62%,0.55,75%,11.04,50%,0%,13.8
Alex,Nicholson,1990,4.12,43%,4.65,47%,0,0%,50%,0.5
Steven,Nguyen,1993,8.29,43%,7.49,63%,0,0%,83%,0
Ben,Nguyen,1988,3.51,40%,3.01,59%,0.25,33%,63%,1
Francis,Ngannou,1986,2.33,41%,2.16,41%,0.76,62%,71%,0.3
Emanuel,Newton,1984,1.92,49%,1.35,51%,2.02,100%,0%,0
Carlos,Newton,1976,0.65,41%,1.55,44%,2.47,70%,43%,0.9
Jeff,Newton,1966,0.28,20%,1.41,52%,0,0%,0%,8.5
Journey,Newson,1989,2.64,32%,2.57,64%,0.56,16%,43%,0.3
Nick,Newell,1986,3.53,46%,4.07,36%,0,0%,33%,0
Julio Cesar,,1994,1.98,35%,4.81,51%,1.06,25%,76%,0
Eduardo,Neves,2000,7.69,65%,6.15,55%,5.77,66%,0%,0
Antonio Braga,Neto,1987,1.36,33%,3.92,45%,3.07,37%,0%,0.5
Mario,Neto,,1.89,50%,1.89,70%,2.84,100%,0%,0
Lissette,Neri,1987,0,0%,0,0%,0,0%,0%,0
Kyle,Nelson,1991,3.46,44%,4.56,52%,1.15,20%,73%,0.7
Gunnar,Nelson,1988,1.84,61%,3,49%,1.9,59%,66%,1
Roy,Nelson,1976,2.18,36%,4.79,46%,1.14,27%,65%,0.1
Shane,Nelson,1984,1.38,31%,2.84,61%,1.31,18%,54%,1.6
Steve,Nelmark,,0,0%,0,0%,0,0%,0%,0
Nicolae,Negumereanu,1994,3.58,41%,5.56,39%,1.02,28%,62%,0
Josh,Neer,1983,3.29,46%,3.63,58%,1.09,34%,46%,1.3
Stanislav,Nedkov,1981,3.33,43%,5.39,43%,2.77,41%,0%,0
Geoff,Neal,1990,5.22,50%,5.6,58%,0.51,44%,87%,0.1
Joe,Neal,1986,1.87,19%,3.8,66%,0,0%,0%,0
Josh,Neal,,0,0%,0,0%,0,0%,0%,0
Dustin,Neace,1986,2.08,32%,2.66,56%,0,0%,0%,1.7
Tafon,Nchukwi,1994,5.57,52%,4.11,54%,0.76,57%,64%,0
Marcio,Navarro,1978,0,0%,0,0%,0,0%,0%,0
Danny,Navarro,1983,3.83,32%,4.62,57%,2.17,25%,100%,0
Ismail,Naurdiev,1996,3.17,52%,1.3,68%,1.25,71%,70%,0.2
Kevin,Natividad,1993,2.68,34%,4.29,47%,3.66,50%,83%,0
Rafael,Natal,1982,3.1,47%,2.48,57%,2.55,34%,77%,0.5
Pawel,Nastula,1970,1.3,43%,1.73,50%,3,60%,0%,1.5
Nasrudin,Nasrudinov,1991,1.03,87%,0.29,75%,2.2,50%,40%,0
Reza,Nasri,,0,0%,0,0%,0,0%,0%,0
Bobby,Nash,1990,3.42,37%,3.95,51%,2.37,33%,100%,1.6
Rodrigo,Nascimento,1992,4.31,48%,4.76,43%,1.2,33%,77%,0.7
Allan,Nascimento,1991,3.21,61%,2.28,50%,1.55,26%,16%,0.9
Fabio,Nascimento,,2.94,38%,4.63,55%,0,0%,55%,0.8
Roger,Narvaez,1983,2.12,37%,3.32,64%,0,0%,50%,0.9
Nad,Narimani,1987,3.33,42%,3,58%,1.92,41%,70%,0
Yasuhito,Namekawa,1974,0.14,50%,3.65,38%,2.11,25%,0%,4.2
Rose,Namajunas,1992,3.68,40%,3.53,62%,1.49,48%,60%,0.6
Tyson,Nam,1983,3.87,33%,4.97,65%,0,0%,87%,0
Yui Chul,Nam,1981,3.53,51%,2,48%,1.33,16%,57%,0.3
Yoshihiro,Nakao,1972,1.73,35%,2.06,64%,2.69,46%,0%,0.5
Jutaro,Nakao,1970,0.53,38%,1.06,44%,0.38,50%,56%,0
Rinya,Nakamura,1995,4.23,54%,1.78,70%,4.23,85%,100%,2.8
Yusaku,Nakamura,1986,1.72,45%,3.67,55%,0,0%,83%,0
Daisuke,Nakamura,1980,0.94,30%,1.38,61%,0.46,40%,30%,3.6
Keita,Nakamura,1984,2.23,36%,3.2,58%,1.65,48%,63%,0.3
Kazuhiro,Nakamura,1979,1.56,37%,1.83,59%,1.73,36%,42%,0.6
Rin,Nakai,1986,1.57,33%,3.9,60%,3,18%,75%,0.5
Andrews,Nakahara,1983,2.68,44%,1.9,57%,0,0%,72%,0.4
Yukiya,Naito,,1.54,33%,5.13,60%,0,0%,0%,0
Muhammad,Naimov,1994,3.37,46%,4.66,41%,1.58,28%,57%,0
Logan,Nail,1989,1.93,51%,2.27,39%,0,0%,37%,0
Greg,Nagy,1983,0.41,50%,2.69,37%,0,0%,0%,1.2
Yuji,Nagata,1968,1.45,40%,14.46,4%,0,0%,0%,0
Katsuhiko,Nagata,1973,1.05,19%,1.5,63%,0.98,28%,28%,0
Ho Bae,Myeon,,3.16,16%,3.16,83%,0,0%,0%,0
Fiona,Muxlow,1977,1.44,27%,5.45,34%,0,0%,0%,0
Elvis,Mutapcic,1986,3.41,40%,4.27,38%,0,0%,81%,0
Max,Mustaki,1987,8.2,50%,13,45%,0,0%,0%,0
Magomed,Mustafaev,1988,2.59,58%,2.68,41%,3.31,50%,23%,0.4
Andre,Mussi,,0,0%,10.59,35%,0,0%,0%,0
Nicholas,Musoke,1986,3.56,35%,3.8,57%,1.16,19%,82%,0.2
Azamat,Murzakanov,1989,4.57,57%,3.12,57%,0.75,16%,83%,0
Khalid,Murtazaliev,1993,4.8,69%,0.4,78%,7.5,100%,33%,0
Jesse,Murray,1993,2.38,28%,7.72,43%,0,0%,0%,0
Lee,Murray,1977,0.36,15%,3.28,32%,0.9,100%,42%,1.8
Lerone,Murphy,1991,3.65,50%,2.4,56%,1.29,46%,46%,0.9
Patrick,Murphy,,3.4,66%,0.8,42%,0,0%,50%,1
Lauren,Murphy,1983,4.05,39%,5.25,55%,1.03,25%,69%,0.1
Jon,Murphy,1977,3.93,66%,8.85,43%,0,0%,0%,0
Ian,Murphy,1985,0,0%,1.93,30%,4.13,100%,0%,0
Tom,Murphy,1974,2.5,71%,0.17,84%,7.51,85%,0%,2.5
Samandar,Murodov,1999,3.41,80%,0.8,0%,3.01,100%,0%,3
Vince,Murdock,1991,1.21,21%,7.17,40%,0,0%,0%,0
Ailiya,Muratbek,,0,0%,0,0%,0,0%,0%,0
Kanako,Murata,1993,2.15,56%,2.4,53%,3.38,56%,100%,0.8
Ryuichi,Murata,,0.84,36%,1.89,50%,4.74,50%,100%,3.2
Kazunari,Murakami,1973,0,0%,0,0%,0,0%,0%,0
Makhmud,Muradov,1990,4.21,43%,2.56,61%,3.04,66%,77%,0.2
Olivier,Murad,1993,2.6,36%,2.2,61%,1,100%,55%,0
Andy,Murad,,2.6,76%,2.87,32%,1,20%,42%,0
Johnny,Munoz,1993,2.44,36%,2.66,55%,2.4,25%,45%,1.8
Alexander,Munoz,1990,3.7,42%,4.73,55%,3,40%,100%,0
Mark,Munoz,1978,3.12,51%,2.26,57%,3.17,29%,57%,0.6
Andre,Muniz,1990,2.17,50%,2.03,53%,2.97,40%,35%,1.5
Pedro,Munhoz,1986,5.45,43%,6.14,56%,0.47,19%,82%,0.5
Jim,Mullen,,0,0%,0,0%,0,0%,0%,0
Jamie,Mullarkey,1994,4.46,47%,4.41,54%,2.46,34%,76%,0.1
James,Mulheron,1988,2.4,31%,3.47,42%,0,0%,25%,0
Quinn,Mulhern,1984,1.48,28%,2.09,51%,1.36,20%,33%,0
Fazlo,Mulabitinovic,,0.54,16%,0,100%,0,0%,0%,8
Belal,Muhammad,1988,4.55,43%,3.64,57%,1.98,35%,93%,0.2
Lauren,Mueller,1991,4.08,41%,3.77,58%,0.7,50%,71%,0
Garrett,Mueller,1989,0,0%,0,0%,0,0%,0%,0
Askar,Mozharov,1994,0.43,18%,4.07,13%,0,0%,33%,0
Jamie,Moyle,1989,4.51,51%,4,65%,1,21%,50%,0
Kin,Moy,,2.3,33%,1.93,62%,1.67,42%,50%,1.7
Kris,Moutinho,1992,4.86,32%,15.48,28%,0,0%,0%,0
Gegard,Mousasi,1985,3.75,50%,1.21,68%,1.59,60%,59%,1.1
Eduarda,Moura,1994,5.61,67%,0.45,80%,5.34,100%,0%,1.3
Flavio Luiz,Moura,,0.67,16%,0,0%,0,0%,0%,0
Nikolas,Motta,1993,2.65,30%,4.61,52%,0,0%,82%,0
Juan,Mott,,0,0%,0,0%,0,0%,0%,0
Carlos,Mota,1995,0.8,41%,1.13,54%,0,0%,50%,1
Harry,Moskowitz,,0,0%,0,0%,0,0%,0%,0
Jack,Morrison,,0,0%,19.31,40%,0,0%,0%,0
Anthony,Morrison,1984,1.7,33%,0.49,80%,0,0%,50%,0
Scott,Morris,,0,0%,0,0%,0,0%,0%,0
Brad,Morris,1979,0.5,62%,6.95,27%,0,0%,0%,0
Sergey,Morozov,1989,3.01,43%,2.97,61%,3.63,31%,68%,0
Maryna,Moroz,1991,4.15,31%,4.42,53%,0.67,22%,45%,0.7
Alex,Morono,1990,5.02,41%,4.17,58%,0.34,22%,50%,0.3
Alexander,Morgan,1991,3.71,44%,2.78,47%,0,0%,0%,0
Peggy,Morgan,1979,2.27,23%,8.2,33%,0,0%,50%,0
Sammy,Morgan,1981,1.05,22%,3.74,40%,1.43,20%,0%,0.5
Dan,Moret,1986,2.67,43%,3.56,43%,1.25,27%,45%,0.4
Mike,Moreno,,1.27,51%,1.07,58%,0,0%,44%,0
Brandon,Moreno,1993,3.8,43%,3.4,56%,1.73,45%,64%,0.5
Jesse,Moreng,1979,1.26,40%,2.08,48%,5.56,100%,100%,0
Vinicius,Moreira,1989,3.15,59%,5.07,43%,1.97,18%,0%,1.3
Gisele,Moreira,1981,5.93,42%,6.33,48%,4,57%,0%,0
Richardson,Moreira,1984,1.17,28%,1.83,67%,0,0%,100%,0
Joe,Moreira,,0,0%,0,0%,0,0%,0%,0
Christian,Morecraft,1986,2.82,34%,2.46,46%,3.26,66%,50%,2.2
Sarah,Moras,1988,2.28,34%,3.58,50%,0.67,21%,33%,0.8
Michael,Morales,1999,5.28,46%,3.6,52%,1.24,41%,91%,0
Omar,Morales,1985,3.42,40%,3.18,58%,0.46,100%,63%,0
Vince,Morales,1990,4.17,37%,4.24,53%,0.14,25%,64%,0
Joseph,Morales,1994,1.58,37%,1.72,60%,0.53,50%,23%,2.6
Albert,Morales,1991,3.81,35%,3.96,56%,0.91,35%,70%,0.2
Leonardo,Morales,1992,2.05,47%,2.05,58%,0,0%,62%,0
Ricardo,Morais,1967,2.86,37%,2.39,53%,0,0%,0%,0
John,Moraga,1984,2.57,43%,2.55,56%,0.62,23%,44%,1.1
Sheymon,Moraes,1990,3,42%,3.64,63%,0,0%,53%,0
Marlon,Moraes,1988,3.37,40%,4.53,54%,0.87,41%,46%,0.3
Sergio,Moraes,1982,2.42,42%,3.73,59%,1.2,38%,75%,0.4
Taylor,Moore,1993,0.2,75%,2.07,42%,0,0%,25%,0
Dustin,Moore,,0,0%,0,0%,0,0%,0%,0
Nate,Moore,,2.21,25%,2.87,42%,1.23,16%,25%,0
Todd,Moore,1983,1.83,26%,2.3,57%,0.78,14%,54%,0
Homer,Moore,1971,0.68,50%,0.68,0%,5.07,66%,0%,0
James,Moontasri,1988,2.39,48%,3.86,40%,0,0%,79%,0.2
Steve,Montgomery,1990,4.85,39%,4.12,47%,0,0%,64%,0
Alberto,Montes,1994,0,0%,0,0%,0,0%,0%,0
Nicco,Montano,1988,5.6,41%,4.43,64%,2.25,54%,69%,0.4
Erick,Montano,1985,2.79,44%,2.06,64%,2.29,36%,66%,0
Augusto,Montano,1984,3.46,46%,2.66,56%,0,0%,66%,0
Andrew,Montanez,,0,0%,0,0%,0,0%,0%,0
Darrell,Montague,1987,1.92,25%,5.38,52%,0.72,25%,33%,1.4
Jeff,Monson,1971,0.97,30%,2.87,59%,1.06,12%,66%,0.7
Hidetaka,Monma,1973,1.67,25%,9.76,34%,0,0%,0%,0
Rudyard,Moncayo,,0,0%,0,0%,0,0%,0%,0
Jeff,Molina,1997,7.25,48%,5.04,55%,0,0%,66%,0
Dan,Molina,1984,0,0%,5.58,60%,0,0%,0%,20.9
Suman,Mokhtarian,1992,2.21,43%,6.85,48%,0,0%,0%,0
Ashkan,Mokhtarian,1985,1.95,43%,3.66,43%,0.54,16%,33%,0
Muhammad,Mokaev,2000,1.12,51%,1.19,52%,6.47,53%,0%,1.3
Thiago,Moises,1995,2.47,39%,4.4,54%,1.53,40%,56%,1.3
Renato,Moicano,1989,4.75,47%,4.07,60%,1.66,46%,74%,0.7
Nate,Mohr,1983,3.79,41%,2.5,74%,0.45,50%,71%,0
Bronson,Mohika,,0,0%,0,0%,0,0%,0%,0
Bobby,Moffett,1990,3.41,39%,3.15,61%,2.74,66%,66%,1.4
Roxanne,Modafferi,1982,3.35,30%,5.7,51%,1.35,23%,30%,0.1
Tatsuya,Mizuno,1981,2.25,37%,3.52,53%,1.19,25%,40%,3.6
,Mizuki,1994,4.56,50%,5.62,48%,0.33,14%,85%,0
Takeya,Mizugaki,1983,3.37,37%,3.27,57%,1.46,57%,70%,0.1
Motoki,Miyazawa,,1.23,28%,3.91,61%,0,0%,0%,0
Kazuyuki,Miyata,,2.04,52%,1.82,63%,4.31,46%,68%,0
Tomoya,Miyashita,,1.67,65%,0.93,33%,4,80%,0%,2
Jonathan,Mix,1980,0,0%,0,0%,0,0%,0%,0
Hiromitsu,Miura,1981,2.12,34%,2.12,58%,2.23,50%,69%,0.6
Eiji,Mitsuoka,1976,1.49,49%,2.26,45%,2.3,36%,20%,1.6
Matt,Mitrione,1978,3.55,50%,2.79,64%,0,0%,55%,0.7
Roman,Mitichyan,1978,0.26,16%,2.7,43%,1.93,100%,25%,1.9
Terrence,Mitchell,1989,2.21,34%,8.85,41%,3.69,50%,0%,0
Maurice,Mitchell,1987,3.8,55%,3.54,60%,0,0%,100%,0
Bryce,Mitchell,1994,2.34,58%,1.64,58%,3.51,41%,33%,1.6
Clay,Mitchell,,1.63,85%,0,0%,0,0%,100%,4.1
Brad,Mitchell,1974,1.15,33%,4.2,52%,0,0%,100%,1.9
Danny,Mitchell,1986,2.53,49%,2.53,52%,0,0%,100%,3
David,Mitchell,1979,1.74,32%,2.06,55%,0.66,50%,29%,2
Felix Lee,Mitchell,,0,0%,0,0%,0,0%,0%,0
Dokonjonosuke,Mishima,1972,1.06,41%,1.22,52%,2.47,40%,25%,1.4
Toby,Misech,1988,3.27,40%,7.73,46%,0,0%,0%,0
Kazuo,Misaki,1976,2.85,40%,2.74,63%,0.72,38%,51%,0.6
Damir,Mirenic,1974,0.84,50%,9.86,35%,0,0%,0%,0
Gabriel,Miranda,1990,3.52,51%,6.88,39%,4.8,40%,0%,2.4
Vitor,Miranda,1979,2.98,45%,2.95,58%,0.95,55%,50%,0.2
Mario,Miranda,1979,1.96,54%,2.46,36%,1.02,60%,54%,0
Juan,Miranda,,0,0%,0,0%,0,0%,0%,0
Frank,Mir,1979,2.18,47%,3.84,38%,2.02,40%,54%,2
Stipe,Miocic,1982,4.82,53%,3.82,54%,1.86,34%,68%,0
Carlton,Minus,1993,3.5,40%,4.97,50%,0,0%,58%,0
Ikuhisa,Minowa,1976,0.88,40%,1.66,49%,1.82,41%,5%,1.9
Mike,Minniger,,0,0%,0,0%,0,0%,0%,0
Darrick,Minner,1990,2.63,65%,2.28,35%,2.4,72%,66%,2.7
Vitaly,Minakov,1985,0,0%,0,0%,0,0%,0%,0
Alberto,Mina,1982,3.23,38%,3.7,47%,1.85,20%,50%,0
Adam,Milstead,1987,3.85,46%,4.79,43%,0,0%,64%,0
Che,Mills,1982,2.08,52%,2.87,43%,1.18,66%,58%,0
Eddy,Millis,,0,0%,3.36,22%,0,0%,0%,7.2
Juliana,Miller,1996,3.31,45%,4.75,32%,1.84,44%,0%,1.8
Mo,Miller,1992,1.87,45%,1.33,60%,4,80%,0%,0
Aaron,Miller,,0,0%,0,0%,0,0%,0%,0
Micah,Miller,1987,1.33,33%,2.15,54%,0.98,37%,21%,2
Henry,Miller,1969,1.25,36%,2.16,54%,0.55,25%,60%,0
Cole,Miller,1984,3,33%,3.88,59%,0.6,36%,38%,1.8
Jim,Miller,1983,2.86,41%,3.08,58%,1.56,43%,48%,1.8
Dan,Miller,1981,2.03,36%,3.06,49%,1.67,54%,47%,1.8
Jason,Miller,1980,1.83,43%,2.3,49%,1.31,28%,43%,1.3
Phillip,Miller,1979,1.61,54%,1.93,50%,3.62,25%,100%,0.6
Curtis,Millender,1987,3.86,46%,2.95,61%,0.43,100%,57%,0
Pat,Miletich,1968,1.79,45%,1.66,63%,1.96,100%,54%,1
Billy,Miles,1978,0,0%,1.25,33%,0,0%,0%,0
Bojan,Mihajlovic,1980,1.23,35%,5.95,47%,0,0%,33%,0
Gabriel,Miglioli,,0,0%,0,0%,0,0%,0%,0
Chris,Mierzwiak,1988,1.6,61%,1.73,48%,2,28%,0%,1
Keith,Mielke,,0,0%,0,0%,0,0%,0%,0
Kristof,Midoux,1974,0.7,43%,2.89,49%,0,0%,0%,0
Zachary,Micklewright,1976,5.56,53%,4.72,54%,0.7,12%,100%,0
Chris,Mickle,1983,3.03,27%,9.7,48%,0,0%,0%,0
David,Michaud,1988,3.25,43%,4.45,54%,2.53,58%,77%,0.7
Andreas,Michailidis,1988,2.9,51%,3.57,44%,1.12,27%,50%,0
Brandon,Michaels,,0,0%,0,0%,0,0%,0%,0
Guy,Mezger,1968,2.3,32%,1.36,72%,0.39,50%,88%,0
Yaotzin,Meza,1981,1.43,41%,1.62,64%,1.06,20%,18%,1.4
Jonathan,Meunier,1987,3.47,50%,1.43,69%,0.58,33%,58%,0
Jeremiah,Metcalf,,1.74,59%,0.27,60%,4.02,66%,100%,2
Joe,Merritt,1984,1.53,58%,0.73,66%,0,0%,68%,0
Nick,Meregali,,0,0%,0,0%,0,0%,0%,0
Adam,Meredith,,2.63,50%,2.11,55%,7.89,100%,100%,7.9
Buck,Meredith,1982,0,0%,0,0%,0,0%,0%,0
Steve,Mensing,1977,0,0%,9.51,42%,0,0%,0%,0
Dave,Menne,1974,1.84,44%,1.99,42%,0.46,50%,57%,2.5
Ivan,Menjivar,1982,2.78,37%,2.76,65%,0.56,28%,38%,1
Alonzo,Menifield,1987,3.82,57%,3.09,52%,0.62,30%,75%,0.3
Pietro,Menga,1988,0,0%,0,0%,0,0%,0%,0
Luis,Mendoza,,0,0%,0,0%,0,0%,0%,0
Mateus,Mendonca,1999,2,38%,6.25,26%,1.47,14%,40%,0
Eddie,Mendez,1984,1.71,33%,3.43,11%,0,0%,0%,0
Augusto,Mendes,1983,2.42,34%,3.91,56%,1.75,33%,80%,0
Chad,Mendes,1985,2.78,49%,2.35,67%,4.13,55%,100%,0.3
Antonio,Mendes,1981,1.34,47%,6.85,22%,2.51,50%,100%,0
Vanessa,Melo,1988,3.48,30%,6.13,59%,0,0%,71%,0
Fabio,Mello,,0.86,35%,3.94,50%,0,0%,0%,0
Marcelo,Mello,,0,0%,0,0%,0,0%,0%,0
Nair,Melikyan,1997,0,0%,0,0%,0,0%,0%,0
Gilbert,Melendez,1982,3.44,33%,2.53,63%,1.64,41%,71%,0.2
Brandon,Melendez,1983,0.84,26%,0.56,63%,0,0%,25%,0
Brian,Melancon,1982,4.18,49%,3.64,64%,2.02,100%,66%,0
Bryce,Mejia,,3.49,62%,6.98,50%,0,0%,0%,0
Jordan,Mein,1989,3.35,44%,2.55,69%,1.56,58%,66%,0.2
Miika,Mehmet,,0.33,12%,7.29,24%,0,0%,0%,0
Derrick,Mehmen,1985,1.93,14%,4.53,48%,1,16%,0%,0
Frank,Megallon,,1.14,21%,5.32,54%,0,0%,0%,0
Gerald,Meerschaert,1987,3.3,44%,3.5,53%,2.01,37%,34%,1.5
Sanford Alton,Meeks,1994,0.71,42%,4.47,38%,7.06,25%,0%,0
Emil,Meek,1988,2.52,39%,2.53,38%,0.25,33%,47%,1
Jose,Medina,1991,1.6,26%,4.87,53%,0,0%,14%,0
Jason,Medina,,0,0%,0,0%,0,0%,0%,0
Todd,Medina,,0,0%,0,0%,0,0%,0%,0
Uros,Medic,1993,5.64,60%,3.18,58%,0.4,100%,46%,0
Marquel,Mederos,1996,5.78,60%,1.93,63%,0,0%,100%,0
Kaline,Medeiros,,2.06,70%,0.29,83%,4.41,100%,0%,4.4
Anistavio,Medeiros,1988,3.64,44%,5,47%,0,0%,0%,0
Yancy,Medeiros,1987,4.36,37%,5.67,47%,0.33,50%,73%,0.7
Tim,Means,1984,5.1,49%,3.65,60%,1.16,42%,65%,0.2
Daniel,McWilliams,,3.36,77%,0,0%,0,0%,100%,21.6
Charles,McTorry,,0,0%,0,0%,0,0%,0%,0
James,McSweeney,1980,3.94,55%,4.33,42%,0.52,33%,100%,1.1
Sara,McMann,1980,2.26,46%,1.92,47%,4.38,65%,50%,0.5
Garreth,McLellan,1982,3.56,54%,2.94,45%,1.15,22%,34%,0.9
Jason,McLean,,0,0%,0,0%,0,0%,0%,0
